Map,Round Number,Score,Winning Team,Winning Side,Win Method
1Lotus,1,"""0-1""",LEV,Attackers,Elimination
1Lotus,2,"""0-2""",LEV,Attackers,Spike Detonation
1Lotus,3,"""1-2""",MIBR,Defenders,Time Expired
1Lotus,4,"""1-3""",LEV,Attackers,Elimination
1Lotus,5,"""1-4""",LEV,Attackers,Elimination
1Lotus,6,"""1-5""",LEV,Attackers,Elimination
1Lotus,7,"""2-5""",MIBR,Defenders,Defuse
1Lotus,8,"""3-5""",MIBR,Defenders,Elimination
1Lotus,9,"""4-5""",MIBR,Defenders,Time Expired
1Lotus,10,"""5-5""",MIBR,Defenders,Defuse
1Lotus,11,"""5-6""",LEV,Attackers,Elimination
1Lotus,12,"""5-7""",LEV,Attackers,Elimination
1Lotus,13,"""6-7""",LEV,Attackers,Elimination
1Lotus,14,"""7-7""",LEV,Attackers,Elimination
1Lotus,15,"""7-8""",MIBR,Defenders,Elimination
1Lotus,16,"""7-9""",MIBR,Defenders,Time Expired
1Lotus,17,"""7-10""",MIBR,Defenders,Elimination
1Lotus,18,"""7-11""",MIBR,Defenders,Elimination
1Lotus,19,"""8-11""",LEV,Attackers,Spike Detonation
1Lotus,20,"""8-12""",MIBR,Defenders,Defuse
1Lotus,21,"""8-13""",MIBR,Defenders,Defuse
1Lotus,22,"""""",,,
1Lotus,23,"""""",,,
1Lotus,24,"""""",,,
